file_name	start_time	end_time	vocal_type	quality	saved_clip_name	comments
805847067.170917084907	26:51.82	26:52.64	Moan	F	805847067.170917084907_265182_265264_MO	
805847067.170917084907	26:52.71	26:56.53	Growl	F	805847067.170917084907_265271_265653_GL	Gurgle
805847067.170917084907	26:59.98	27:00.76	Moan	F	805847067.170917084907_265998_270076_MO	Ascending moan
805847067.170917084907	27:00.82	27:04.29	Rumble	F	805847067.170917084907_270082_270429_RU	
805847067.170917084907	27:10.09	27:13.56	Rumble	F	805847067.170917084907_271009_271356_RU	
805847067.170917084907	27:13.56	27:14.31	Growl	F	805847067.170917084907_271356_271431_GL	Gurgle
805847067.170917084907	27:19.96	27:20.74	Moan	F	805847067.170917084907_271996_272074_MO	
805847067.170917084907	27:21.12	27:28.49	Rumble	F	805847067.170917084907_272112_272849_RU	
805847067.170917084907	27:36.97	27:37.42	Moan	P	805847067.170917084907_273697_273742_MO	Not listed in original database
805847067.170917084907	27:37.75	27:40.25	Rumble	F	805847067.170917084907_273775_274025_RU	
805847067.170917084907	27:41.10	27:41.77	Moan	F	805847067.170917084907_274110_274177_MO	Ascending moan
805847067.170917084907	27:42.10	27:47.95	Rumble	F	805847067.170917084907_274210_274795_RU	
805847067.170917084907	28:06.13	28:07.29	Rumble	P	805847067.170917084907_280613_280729_RU	
805847067.170917084907	28:13.66	28:14.57	Moan	P	805847067.170917084907_281366_281457_MO	
805847067.170917084907	28:14.82	28:18.20	Rumble	P	805847067.170917084907_281482_281820_RU	
805847067.170917084907	28:35.55	28:36.20	Rumble	P	805847067.170917084907_283555_283620_RU	
805847067.170917084907	51:40.59	51:41.43	Moan	G	805847067.170917084907_514059_514143_MO	Not listed in original database
805847067.170917084907	51:41.54	51:45.94	Rumble	G	805847067.170917084907_514154_514994_RU	Not listed in original database
805847067.170917084907	51:50.32	51:54.11	Rumble	G	805847067.170917084907_515032_515411_RU	Not listed in original database
805847067.170917084907	52:58.48	52:59.10	Moan	G	805847067.170917084907_525848_525910_MO	Not listed in original database
805847067.170917084907	52:59.41	53:03.70	Rumble	G	805847067.170917084907_525941_530370_RU	Not listed in original database
805847067.170917084907	53:03.95	53:04.76	Moan	G	805847067.170917084907_530395_530476_MO	Not listed in original database
805847067.170917084907	53:04.84	53:10.82	Rumble	G	805847067.170917084907_530484_531082_RU	Not listed in original database
805847067.170917084907	53:10.83	53:11.67	Groan	G	805847067.170917084907_531083_531167_GN	Not listed in original database
805847067.170917084907	53:12.05	53:12.88	Moan	G	805847067.170917084907_531205_531288_MO	Not listed in original database
805847067.170917084907	53:12.94	53:18.57	Rumble	G	805847067.170917084907_531294_531857_RU	Not listed in original database
805847067.170917094909	00:18.11	00:18.67	Moan	E	805847067.170917094909_001811_001867_MO	
805847067.170917094909	00:18.98	00:21.18	Rumble	E	805847067.170917094909_001898_002118_RU	
805847067.170917094909	00:25.06	00:25.44	Moan	E	805847067.170917094909_002506_002544_MO	
805847067.170917094909	00:25.49	00:28.46	Rumble	E	805847067.170917094909_002549_002846_RU	
805847067.170917094909	00:31.14	00:31.85	Moan	E	805847067.170917094909_003114_003185_MO	
805847067.170917094909	00:31.95	00:38.94	Rumble	E	805847067.170917094909_003195_003894_RU	
805847067.170917094909	00:42.51	00:43.11	Moan	E	805847067.170917094909_004251_004311_MO	Ascending moan
805847067.170917094909	00:43.25	00:47.46	Rumble	E	805847067.170917094909_004325_004746_RU	
805847067.170917094909	00:49.66	00:50.11	Moan	E	805847067.170917094909_004966_005011_MO	
805847067.170917094909	00:50.36	00:55.00	Rumble	E	805847067.170917094909_005036_005500_RU	
805847067.170917094909	04:34.30	04:35.88	Moan	P	805847067.170917094909_043430_043588_MO	
805847067.170917094909	04:47.52	04:48.65	Moan	B	805847067.170917094909_044752_044865_MO	
805847067.170917094909	04:48.81	04:50.62	Rumble	B	805847067.170917094909_044881_045062_RU	
805847067.170917094909	05:50.05	05:52.29	Rumble	B	805847067.170917094909_055005_055229_RU	
805847067.170917094909	05:55.54	05:56.01	Moan	B	805847067.170917094909_055554_055601_MO	Not listed in original database
805847067.170917094909	05:56.04	05:59.30	Rumble	B	805847067.170917094909_055604_055930_RU	
805847067.170917094909	06:39.57	06:41.18	Rumble	B	805847067.170917094909_063957_064118_RU	
805847067.170917094909	06:46.67	06:47.14	Moan	B	805847067.170917094909_064667_064714_MO	Not listed in original database
805847067.170917094909	06:47.74	06:50.76	Rumble	P	805847067.170917094909_064774_065076_RU	
805847067.170917094909	06:55.84	06:56.35	Moan	B	805847067.170917094909_065584_065635_MO	Not listed in original database
805847067.170917094909	06:56.42	06:58.80	Rumble	B	805847067.170917094909_065642_065880_RU	
805847067.170917094909	07:07.33	07:07.89	Moan	B	805847067.170917094909_070733_070789_MO	Not listed in original database
805847067.170917094909	07:08.10	07:11.41	Rumble	B	805847067.170917094909_070810_071141_RU	
805847067.170917094909	08:50.73	08:54.10	Rumble	G	805847067.170917094909_085073_085410_RU	
805847067.170917094909	08:57.66	08:58.12	Moan	G	805847067.170917094909_085766_085812_MO	
805847067.170917094909	08:58.37	09:01.10	Rumble	G	805847067.170917094909_085837_090110_RU	
805847067.170917094909	09:08.85	09:11.40	Rumble	G	805847067.170917094909_090885_091140_RU	
805847067.170917094909	09:14.42	09:15.01	Moan	G	805847067.170917094909_091442_091501_MO	
805847067.170917094909	09:15.07	09:15.94	Rumble	G	805847067.170917094909_091507_091594_RU	
805847067.170917094909	09:23.84	09:25.13	Moan	G	805847067.170917094909_092384_092513_MO	
805847067.170917094909	12:44.46	12:50.44	Rumble	P	805847067.170917094909_124446_125044_RU	
805847067.170917094909	25:01.35	25:04.23	Rumble	G	805847067.170917094909_250135_250423_RU	
805847067.170917094909	26:04.73	26:05.22	Moan	G	805847067.170917094909_260473_260522_MO	
805847067.170917094909	26:05.41	26:09.92	Rumble	G	805847067.170917094909_260541_260992_RU	
805847067.170917094909	28:01.61	28:02.33	Groan	B	805847067.170917094909_280161_280233_GN	
805847067.170917094909	31:13.35	31:14.42	Groan	G	805847067.170917094909_311335_311442_GN	Not listed in original database
805847067.170917114913	23:34.16	23:37.46	Groan	B	805847067.170917114913_233416_233746_GN	
805847067.170917134917	00:07.14	00:08.06	Moan	B	805847067.170917134917_000714_000806_MO	Not listed in original database
805847067.170917134917	00:08.12	00:10.68	Rumble	G	805847067.170917134917_000812_001068_RU	
805847067.170917134917	00:11.28	00:12.08	Moan	G	805847067.170917134917_001128_001208_MO	
805847067.170917134917	00:12.27	00:16.44	Rumble	G	805847067.170917134917_001227_001644_RU	
805847067.170917134917	00:20.79	00:21.17	Moan	G	805847067.170917134917_002079_002117_MO	
805847067.170917134917	00:21.43	00:23.56	Rumble	G	805847067.170917134917_002143_002356_RU	
805847067.170917134917	00:23.55	00:24.13	Moan	G	805847067.170917134917_002355_002413_MO	Ascending moan
805847067.170917134917	10:41.03	10:43.30	Groan	P	805847067.170917134917_104103_104330_GN	
805847067.170917134917	11:49.33	11:50.79	Groan	P	805847067.170917134917_114933_115079_GN	
805847067.170917134917	11:54.46	11:54.86	Croak	P	805847067.170917134917_115446_115486_CR	Belch
805847067.170917134917	11:54.84	11:55.24	Croak	P	805847067.170917134917_115484_115524_CR	Belch
805847067.170917134917	12:09.60	12:09.90	Croak	P	805847067.170917134917_120960_120990_CR	Belch
805847067.170917134917	12:09.87	12:10.24	Croak	P	805847067.170917134917_120987_121024_CR	Belch
805847067.170917134917	17:59.16	17:59.73	Croak	P	805847067.170917134917_175916_175973_CR	Belch
805847067.170917134917	18:07.28	18:10.69	Groan	P	805847067.170917134917_180728_181069_GN	
805847067.170917144919	01:41.82	01:42.12	Croak	P	805847067.170917144919_014182_014212_CR	Belch
805847067.170917144919	01:42.25	01:42.57	Croak	P	805847067.170917144919_014225_014257_CR	Belch
805847067.170917144919	04:54.00	04:54.34	Croak	B	805847067.170917144919_045400_045434_CR	Belch
805847067.170917144919	04:54.32	04:54.66	Croak	B	805847067.170917144919_045432_045466_CR	Belch
805847067.170917144919	59:22.70	59:23.47	Moan	G	805847067.170917144919_592270_592347_MO	Not listed in original database
805847067.170917144919	59:23.50	59:27.07	Rumble	G	805847067.170917144919_592350_592707_RU	Not listed in original database
805847067.170917144919	59:27.35	59:33.23	Moan	G	805847067.170917144919_592735_593323_MO	Ascending moan, Not listed in original database
805847067.170917154921	02:06.26	02:11.12	Rumble	E	805847067.170917154921_020626_021112_RU	
805847067.170917154921	02:11.28	02:12.09	Moan	E	805847067.170917154921_021128_021209_MO	
805847067.170917154921	02:12.15	02:16.35	Rumble	E	805847067.170917154921_021216_021635_RU	
805847067.170917154921	52:26.08	52:27.30	Moan	F	805847067.170917154921_522608_522730_MO	Not listed in original database
805847067.170917154921	52:27.44	52:31.45	Rumble	F	805847067.170917154921_522744_523145_RU	Not listed in original database
805847067.170917154921	52:31.99	52:37.77	Moan	F	805847067.170917154921_523199_523777_MO	Not listed in original database
805847067.170917154921	52:40.22	52:41.27	Moan	F	805847067.170917154921_524022_524127_MO	Not listed in original database
805847067.170917154921	52:41.43	52:44.66	Rumble	F	805847067.170917154921_524143_524466_RU	Not listed in original database
805847067.170917154921	52:44.68	52:46.57	Moan	F	805847067.170917154921_524468_524657_MO	Ascending moan, Not listed in original database
805847067.170917154921	52:52.00	52:54.91	Rumble	F	805847067.170917154921_525200_525491_RU	Not listed in original database
805847067.170917154921	53:02.46	53:03.12	Moan	F	805847067.170917154921_530246_530312_MO	Not listed in original database
805847067.170917154921	53:03.24	53:08.75	Rumble	F	805847067.170917154921_530324_530875_RU	Not listed in original database
805847067.170917164923	02:06.24	02:10.09	Rumble	E	805847067.170917164923_020624_021009_RU	
805847067.170917164923	02:10.18	02:10.83	Moan	E	805847067.170917164923_021018_021083_MO	
805847067.170917164923	02:10.83	02:17.17	Rumble	E	805847067.170917164923_021083_021717_RU	
805847067.170917164923	02:19.74	02:30.13	Moan	E	805847067.170917164923_021974_022013_MO	
805847067.170917164923	02:20.17	02:28.21	Rumble	E	805847067.170917164923_022017_022821_RU	
805847067.170917164923	02:28.21	02:28.47	Moan	E	805847067.170917164923_022821_022847_MO	Ascending moan
805847067.170917164923	02:35.34	02:35.91	Moan	E	805847067.170917164923_023534_023591_MO	
805847067.170917164923	02:36.09	02:40.62	Rumble	E	805847067.170917164923_023609_024062_RU	
805847067.170917164923	02:40.63	02:41.00	Moan	E	805847067.170917164923_024063_024100_MO	Ascending moan
805847067.170917164923	05:43.28	05:43.72	Moan	G	805847067.170917164923_054328_054372_MO	
805847067.170917164923	05:43.80	05:45.23	Rumble	G	805847067.170917164923_054380_054523_RU	
805847067.170917164923	09:11.12	09:12.23	Moan	P	805847067.170917164923_091112_091223_MO	
805847067.170917164923	09:15.88	09:17.43	Rumble	P	805847067.170917164923_091588_091743_RU	
805847067.170917164923	12:28.96	12:29.36	Sneeze	G	805847067.170917164923_122896_122936_Sneeze	
805847067.170917164923	18:00.14	18:00.48	Moan	E	805847067.170917164923_180014_180048_MO	
805847067.170917164923	18:00.45	18:01.42	Moan	E	805847067.170917164923_180045_180142_MO	Ascending moan
805847067.170917164923	18:01.51	18:01.84	Moan	E	805847067.170917164923_180151_180184_MO	
805847067.170917164923	18:01.83	18:02.28	Moan	E	805847067.170917164923_180183_180228_MO	Ascending moan
805847067.170917164923	18:02.30	18:02.56	Moan	E	805847067.170917164923_180230_180256_MO	
805847067.170917164923	18:02.56	18:02.93	Moan	E	805847067.170917164923_180256_180293_MO	Ascending moan
805847067.170917164923	41:41.26	41:41.49	Whoop	P	805847067.170917164923_414126_414149_WH	Not listed in original database
805847067.170917164923	41:42.44	41:42.91	Croak	B	805847067.170917164923_414244_414291_CR	Not listed in original database
805847067.170917164923	41:43.13	41:43.57	Croak	B	805847067.170917164923_414313_414357_CR	Not listed in original database
805847067.170917164923	41:45.21	41:45.45	Whoop	P	805847067.170917164923_414521_414545_WH	Not listed in original database
805847067.170917164923	41:45.48	41:45.74	Whoop	P	805847067.170917164923_414548_414574_WH	Not listed in original database
805847067.170917164923	41:45.74	41:45.97	Whoop	P	805847067.170917164923_414574_414597_WH	Not listed in original database
805847067.170917164923	41:45.96	41:46.18	Whoop	P	805847067.170917164923_414596_414618_WH	Not listed in original database
805847067.170917164923	41:46.18	41:46.40	Whoop	P	805847067.170917164923_414618_414640_WH	Not listed in original database
805847067.170917164923	41:46.40	41:46.62	Whoop	P	805847067.170917164923_414640_414662_WH	Not listed in original database
805847067.170917164923	41:49.31	41:49.53	Whoop	P	805847067.170917164923_414931_414953_WH	Not listed in original database
805847067.170917164923	41:49.93	41:50.13	Whoop	P	805847067.170917164923_414993_415013_WH	Not listed in original database
805847067.170917164923	41:50.22	41:50.47	Whoop	P	805847067.170917164923_415022_415047_WH	Not listed in original database
805847067.170917164923	41:50.64	41:50.92	Whoop	P	805847067.170917164923_415064_415092_WH	Not listed in original database
805847067.170917174925	18:47.13	18:51.13	Groan	P	805847067.170917174925_184713_185113_GN	
805847067.170917184927	11:32.53	11:32.87	Croak	G	805847067.170917184927_113253_113287_CR	
805847067.170917184927	11:33.05	11:33.38	Croak	G	805847067.170917184927_113305_113338_CR	
805847067.170917184927	11:33.94	11:38.05	Growl	G	805847067.170917184927_113394_113805_GL	Gurgle
805847067.170917184927	11:40.42	11:40.66	Croak	G	805847067.170917184927_114042_114066_CR	
805847067.170917184927	11:43.84	11:44.20	Croak	G	805847067.170917184927_114384_114420_CR	
805847067.170917184927	11:45.38	11:45.61	Whoop	G	805847067.170917184927_114538_114561_WH	
805847067.170917184927	11:45.84	11:46.11	Whoop	G	805847067.170917184927_114584_114611_WH	
805847067.170917184927	11:46.19	11:46.42	Whoop	G	805847067.170917184927_114619_114642_WH	
805847067.170917184927	11:46.60	11:47.57	Growl	G	805847067.170917184927_114660_114757_GL	Gurgle
805847067.170917184927	11:47.88	11:48.22	Croak	G	805847067.170917184927_114788_114822_CR	
805847067.170917184927	11:49.64	11:51.19	Growl	G	805847067.170917184927_114964_115119_GL	Gurgle
805847067.170917184927	11:51.46	11:51.71	Whoop	G	805847067.170917184927_115146_115171_WH	
805847067.170917184927	11:51.75	11:51.96	Whoop	G	805847067.170917184927_115175_115196_WH	
805847067.170917184927	11:52.01	11:52.20	Whoop	G	805847067.170917184927_115201_115220_WH	
805847067.170917184927	11:52.24	11:52.49	Whoop	G	805847067.170917184927_115224_115249_WH	
805847067.170917184927	11:55.71	11:55.89	Croak	G	805847067.170917184927_115571_115589_CR	
805847067.170917184927	11:57.63	11:58.58	Moan	G	805847067.170917184927_115763_115858_MO	
805847067.170917184927	11:58.58	11:58.97	Moan	G	805847067.170917184927_115858_115897_MO	Descending moan
805847067.170917184927	25:44.32	25:46.04	Moan	E	805847067.170917184927_254432_254604_MO	Ascending moan
805847067.170917184927	25:46.04	25:48.44	Growl	E	805847067.170917184927_254604_254844_GL	Gurgle
805847067.170917184927	25:50.25	25:50.71	Croak	E	805847067.170917184927_255025_255071_CR	
805847067.170917184927	25:53.35	25:53.68	Whoop	E	805847067.170917184927_255335_255368_WH	
805847067.170917184927	25:53.81	25:54.13	Whoop	E	805847067.170917184927_255381_255413_WH	
805847067.170917184927	25:54.13	25:54.46	Whoop	E	805847067.170917184927_255413_255446_WH	
805847067.170917184927	25:54.56	25:55.45	Growl	E	805847067.170917184927_255456_255545_GL	Gurgle
805847067.170917184927	25:55.70	25:56.10	Croak	E	805847067.170917184927_255570_255610_CR	
805847067.170917184927	25:59.15	26:01.30	Growl	E	805847067.170917184927_255915_260130_GL	Gurgle
805847067.170917184927	26:01.29	26:02.45	Rumble	E	805847067.170917184927_260129_260245_RU	
805847067.170917184927	26:02.44	26:02.65	Whoop	E	805847067.170917184927_260244_260265_WH	
805847067.170917184927	51:46.66	51:46.94	Croak	E	805847067.170917184927_514666_514694_CR	Not listed in original database
805847067.170917184927	51:47.27	51:47.57	Croak	E	805847067.170917184927_514727_514757_CR	Not listed in original database
805847067.170917184927	51:48.50	51:51.30	Growl	E	805847067.170917184927_514850_515130_GL	Not listed in original database
805847067.170917184927	51:52.86	51:53.14	Croak	E	805847067.170917184927_515286_515314_CR	Not listed in original database
805847067.170917184927	51:53.21	51:53.44	Whoop	E	805847067.170917184927_515321_515344_WH	Not listed in original database
805847067.170917184927	51:53.43	51:53.63	Whoop	E	805847067.170917184927_515343_515363_WH	Not listed in original database
805847067.170917184927	51:53.62	51:53.81	Whoop	E	805847067.170917184927_515362_515381_WH	Not listed in original database
805847067.170917184927	51:53.81	51:54.00	Whoop	E	805847067.170917184927_515381_515400_WH	Not listed in original database
805847067.170917184927	51:54.00	51:54.22	Whoop	E	805847067.170917184927_515400_515422_WH	Not listed in original database
805847067.170917184927	51:55.20	51:55.37	Whoop	E	805847067.170917184927_515520_515537_WH	Not listed in original database
805847067.170917184927	51:55.38	51:55.58	Whoop	E	805847067.170917184927_515538_515558_WH	Not listed in original database
805847067.170917184927	51:55.56	51:55.75	Whoop	E	805847067.170917184927_515556_515575_WH	Not listed in original database
805847067.170917184927	51:55.75	51:55.96	Whoop	E	805847067.170917184927_515575_515596_WH	Not listed in original database
805847067.170917184927	52:02.83	52:04.02	Moan	E	805847067.170917184927_520283_520402_MO	Not listed in original database
805847067.170917184927	52:04.35	52:05.77	Moan	E	805847067.170917184927_520435_520577_MO	Not listed in original database
805847067.170917184927	52:06.26	52:06.67	Moan	E	805847067.170917184927_520626_520667_MO	Not listed in original database
805847067.170917184927	52:06.68	52:07.09	Moan	E	805847067.170917184927_520668_520709_MO	Ascending moan, Not listed in original database
805847067.170917184927	52:07.09	52:08.13	Growl	E	805847067.170917184927_520709_520813_GL	Gurgle, Not listed in original database
805847067.170917184927	52:08.14	52:08.84	Rumble	E	805847067.170917184927_520814_520884_RU	Not listed in original database
805847067.170917184927	52:08.79	52:09.09	Whoop	E	805847067.170917184927_520879_520909_WH	Not listed in original database
805847067.170917194929	18:40.30	18:41.61	Moan	E	805847067.170917194929_184030_184161_MO	Ascending moan
805847067.170917194929	18:41.89	18:42.17	Moan	E	805847067.170917194929_184189_184217_MO	
805847067.170917194929	18:42.15	18:42.54	Moan	E	805847067.170917194929_184215_184254_MO	Ascending moan
805847067.170917194929	18:43.31	18:43.68	Moan	E	805847067.170917194929_184331_184368_MO	
805847067.170917194929	18:43.66	18:44.28	Moan	E	805847067.170917194929_184366_184428_MO	
805847067.170917194929	18:44.55	18:44.99	Moan	E	805847067.170917194929_184455_184499_MO	
805847067.170917194929	18:44.98	18:45.65	Moan	E	805847067.170917194929_184498_184565_MO	Ascending moan
805847067.170917194929	18:45.77	18:46.12	Moan	E	805847067.170917194929_184577_184612_MO	
805847067.170917194929	18:46.10	18:46.52	Moan	E	805847067.170917194929_184610_184652_MO	Ascending moan
805847067.170917194929	18:47.17	18:47.48	Moan	E	805847067.170917194929_184717_184748_MO	
805847067.170917194929	18:47.48	18:47.88	Moan	E	805847067.170917194929_184748_184788_MO	Ascending moan
805847067.170917194929	51:36.11	51:36.38	Moan	E	805847067.170917194929_513611_513638_MO	Not listed in original database
805847067.170917194929	51:36.44	51:36.76	Moan	E	805847067.170917194929_513644_513676_MO	Not listed in original database
805847067.170917194929	51:36.76	51:37.75	Moan	E	805847067.170917194929_513676_513775_MO	Not listed in original database
805847067.170917194929	51:37.86	51:38.09	Moan	E	805847067.170917194929_513786_513809_MO	Not listed in original database
805847067.170917194929	51:38.08	51:38.55	Moan	E	805847067.170917194929_513808_513855_MO	Not listed in original database
805847067.170917194929	51:39.87	51:41.94	Growl	E	805847067.170917194929_513987_514194_GL	Gurgle, Not listed in original database
805847067.170917194929	51:43.05	51:43.46	Croak	E	805847067.170917194929_514305_514346_CR	Not listed in original database
805847067.170917194929	51:45.03	51:46.44	Growl	E	805847067.170917194929_514503_514644_GL	Gurgle, Not listed in original database
805847067.170917194929	51:46.69	51:46.84	Whoop	E	805847067.170917194929_514669_514684_WH	Not listed in original database
805847067.170917194929	51:46.93	51:47.12	Whoop	E	805847067.170917194929_514693_514712_WH	Not listed in original database
805847067.170917194929	51:47.18	51:47.34	Whoop	E	805847067.170917194929_514718_514734_WH	Not listed in original database
805847067.170917194929	51:47.40	51:47.68	Whoop	E	805847067.170917194929_514740_514768_WH	Not listed in original database
805847067.170917194929	51:50.68	51:50.87	Whoop	E	805847067.170917194929_515068_515087_WH	Not listed in original database
805847067.170917194929	51:51.41	51:51.67	Whoop	E	805847067.170917194929_515141_515167_WH	Not listed in original database
805847067.170917194929	51:51.66	51:51.86	Whoop	E	805847067.170917194929_515166_515186_WH	Not listed in original database
805847067.170917194929	51:51.85	51:52.06	Whoop	E	805847067.170917194929_515185_515206_WH	Not listed in original database
805847067.170917194929	51:56.21	51:56.45	Croak	G	805847067.170917194929_515621_515645_CR	Not listed in original database
805847067.170917194929	51:57.94	51:58.75	Moan	G	805847067.170917194929_515794_515875_MO	Not listed in original database
805847067.170917194929	51:58.75	51:59.48	Growl	G	805847067.170917194929_515875_515948_GL	Gurgle, Not listed in original database
805847067.170917194929	51:59.63	51:59.83	Whoop	E	805847067.170917194929_515963_515983_WH	Not listed in original database
805847067.170917194929	51:59.92	52:00.10	Whoop	E	805847067.170917194929_515992_520010_WH	Not listed in original database
805847067.170917194929	52:00.10	52:00.28	Whoop	E	805847067.170917194929_520010_520028_WH	Not listed in original database
805847067.170917194929	52:00.29	52:00.50	Whoop	E	805847067.170917194929_520029_520050_WH	Not listed in original database
805847067.170923045348	10:24.74	10:26.00	Moan	P	805847067.170923045348_102474_102600_MO	
805847067.170923045348	18:50:26	18:50.44	Croak	P	805847067.170923045348_185026_185044_CR	
805847067.170923045348	18:50.79	18:51.48	Moan	P	805847067.170923045348_185079_185148_MO	
805847067.170923045348	19:37.42	19:40.58	Growl	E	805847067.170923045348_193742_194058_GL	
805847067.170923045348	19:41.62	19:42.15	Croak	E	805847067.170923045348_194162_194215_CR	
805847067.170923045348	19:43.81	19:48.60	Growl	E	805847067.170923045348_194381_194860_GL	
805847067.170923045348	19:49.28	19:49.50	Whoop	E	805847067.170923045348_194928_194950_WH	
805847067.170923045348	19:49.86	19:50.11	Whoop	E	805847067.170923045348_194986_195011_WH	
805847067.170923045348	19:54.14	19:54.58	Croak	E	805847067.170923045348_195414_195458_CR	
805847067.170923045348	19:55.54	19:55.85	Whoop	E	805847067.170923045348_195554_195585_WH	
805847067.170923045348	19:55.85	19:56.17	Whoop	E	805847067.170923045348_195585_195617_WH	
805847067.170923045348	19:56.18	19:56.50	Whoop	E	805847067.170923045348_195618_195650_WH	
805847067.170923045348	19:56.61	19:57.88	Growl	E	805847067.170923045348_195661_195788_GL	
805847067.170923045348	19:58.10	19:58.60	Croak	E	805847067.170923045348_195810_195860_CR	
805847067.170923045348	19:59.36	20:02.57	Growl	E	805847067.170923045348_195936_200257_GL	
805847067.170923045348	20:04.44	20:04.72	Whoop	E	805847067.170923045348_200444_200472_WH	
805847067.170923045348	20:04.73	20:04.98	Whoop	E	805847067.170923045348_200473_200498_WH	
805847067.170923045348	20:04.99	20:05.23	Whoop	E	805847067.170923045348_200499_200523_WH	
805847067.170923075354	00:18.47	00:19.06	Sneeze	G	805847067.170923075354_001847_001906_Sneeze	
805847067.170923075354	20:02.44	20:06.79	Moan	F	805847067.170923075354_200244_200679_MO	
805847067.170923075354	20:10.38	20:10.92	Moan	F	805847067.170923075354_201038_201092_MO	
805847067.170923075354	20:11.12	20:13.12	Rumble	F	805847067.170923075354_201112_201312_RU	
805847067.170923075354	59:57.36	59:57.75	Croak	G	805847067.170923075354_595736_595775_CR	Not listed in original database
805847067.170923075354	59:58.86	60:01.31	Growl	G	805847067.170923075354_595886_600131_GL	Gurgle, Not listed in original database
805847067.170923075354	60:02.00	60:02.16	Croak	F	805847067.170923075354_600200_600216_CR	Not listed in original database
805847067.170923085356	00:02.30	00:02.59	Croak	G	805847067.170923085356_000230_000259_CR	
805847067.170923085356	00:05.38	00:05.61	Whoop	F	805847067.170923085356_000538_000561_WH	
805847067.170923085356	00:05.95	00:06.16	Whoop	F	805847067.170923085356_000595_000616_WH	
805847067.170923085356	00:07.47	00:08.71	Moan	G	805847067.170923085356_000747_000871_MO	Ascending moan
805847067.170923085356	00:08.71	00:09.58	Growl	G	805847067.170923085356_000871_000958_GL	Gurgle
805847067.170923085356	00:09.60	00:09.94	Moan	G	805847067.170923085356_000960_000994_MO	
805847067.170923085356	00:09.92	00:10.12	Whoop	G	805847067.170923085356_000992_001012_WH	
805847067.170923085356	08:52.41	08:57.46	Rumble	P	805847067.170923085356_085241_085746_RU	
805847067.170923085356	21:44.35	21:44.79	Moan	G	805847067.170923085356_214435_214479_MO	
805847067.170923085356	21:45.03	21:47.74	Rumble	G	805847067.170923085356_214503_214774_RU	
805847067.170923085356	21:48.04	21:48.69	Moan	G	805847067.170923085356_214804_214869_MO	
805847067.170923085356	21:48.71	21:52.01	Rumble	G	805847067.170923085356_214871_215201_RU	
805847067.170923085356	25:57.19	25:57.86	Sneeze	G	805847067.170923085356_255719_255786_Sneeze	
805847067.170923085356	28:15.60	28:17.96	Rumble	E	805847067.170923085356_281560_281796_RU	
805847067.170923085356	28:19.13	28:22.76	Rumble	E	805847067.170923085356_281913_282276_RU	
805847067.170923085356	28:25.03	28:25.59	Moan	E	805847067.170923085356_282503_282559_MO	
805847067.170923085356	28:35.23	28:36.16	Moan	E	805847067.170923085356_283523_283616_MO	Ascending moan
805847067.170923085356	28:36.16	28:40.02	Growl	E	805847067.170923085356_283616_284002_GL	Gurgle
805847067.170923085356	35:59.18	36:00.62	Rumble	G	805847067.170923085356_355918_360062_RU	Not listed in original database
805847067.170923085356	36:02.35	36:06.10	Rumble	G	805847067.170923085356_360235_360610_RU	Not listed in original database
805847067.170923085356	41:55.32	41:57.57	Rumble	P	805847067.170923085356_415532_415757_RU	Not listed in original database
805847067.170923085356	41:59.49	42:01.98	Rumble	P	805847067.170923085356_415949_520198_RU	Not listed in original database
805847067.170923085356	42:04.66	42:05.09	Moan	P	805847067.170923085356_420466_420509_MO	Not listed in original database
805847067.170923085356	42:05.20	42:07.29	Rumble	P	805847067.170923085356_420520_420729_RU	Not listed in original database
805847067.170923085356	42:59.31	42:59.87	Moan	P	805847067.170923085356_425931_425987_MO	Not listed in original database
805847067.170923085356	43:00.17	43:03.51	Rumble	P	805847067.170923085356_430017_430351_RU	Not listed in original database
805847067.170923085356	43:06.60	43:06.98	Moan	P	805847067.170923085356_430660_430698_MO	Not listed in original database
805847067.170923085356	43:07.05	43:10.84	Rumble	P	805847067.170923085356_430705_431084_RU	Not listed in original database
805847067.170923085356	43:24.32	43:26.66	Rumble	P	805847067.170923085356_432432_432666_RU	Not listed in original database
805847067.170923085356	43:57.63	43:58.32	Moan	F	805847067.170923085356_435763_435832_MO	Not listed in original database
805847067.170923085356	43:58.58	43:59.22	Moan	F	805847067.170923085356_435858_435922_MO	Not listed in original database
805847067.170923085356	44:14.50	44:16.50	Rumble	F	805847067.170923085356_441450_441650_RU	Not listed in original database
805847067.170923085356	44:38.57	44:39.08	Moan	F	805847067.170923085356_443857_443908_MO	Not listed in original database
805847067.170923085356	44:39.12	44:40.52	Rumble	F	805847067.170923085356_443912_444052_RU	Not listed in original database
805847067.170923085356	44:44.92	44:47.21	Rumble	F	805847067.170923085356_444492_444721_RU	Not listed in original database
805847067.170923095358	03:57.07	03:58.04	Moan	G	805847067.170923095358_035707_035804_MO	
805847067.170923095358	03:58.13	04:00.90	Rumble	G	805847067.170923095358_035813_040090_RU	
805847067.170923095358	04:00.91	04:04.71	Moan	G	805847067.170923095358_040091_040471_MO	Ascending moan
805847067.170923095358	04:06.62	04:06.89	Whoop	G	805847067.170923095358_040662_040689_WH	
805847067.170923095358	04:07.78	04:08.41	Moan	G	805847067.170923095358_040778_040841_MO	
